entity_name	entity_name_fb	freebase_mid
['Brenda Song']	not_linked	not_linked
['Brentwood']	not_linked	not_linked
['Brett Favre']	Brett_Favre	/m/0cv72h
['Brett Gardner']	not_linked	not_linked
['Brian Dawkins']	Richard_Dawkins	/m/06g4_
['Brian Williams']	not_linked	not_linked
['Bridgit Mendler']	not_linked	not_linked
['Brigham Young University']	Brigham_Young_University	/m/0l2tk
['Bright House Field']	not_linked	not_linked
['Bristol City F.C.']	Bristol_City_F.C.	/m/01dtl
['Bristol Palin']	Sarah_Palin	/m/08f3b1
['British America']	not_linked	not_linked
['British Columbia']	British_Columbia	/m/015jr
['Britney Spears']	Britney_Spears	/m/015f7
['Britt McKillip']	not_linked	not_linked
['Brittany Murphy']	Brittany_Murphy	/m/0168dy
['Brody Jenner']	Brody_Jenner	/m/026_dq6
['Bronze']	not_linked	not_linked
['Brookline']	Brookline	/m/0p9z5
['Brooklyn Nets']	Brooklyn_Nets	/m/0jm3b
['Brooklyn']	Brooklyn	/m/0cr3d
['Bruce Arians']	not_linked	not_linked
['Bruce Lee']	Bruce_Lee	/m/099d4
['Bruce Wayne']	not_linked	not_linked
['Brussels']	Brussels	/m/0177z
['Brythonic Group']	not_linked	not_linked
['Buddhism']	Buddhism	/m/092bf5
['Buenos Aires']	Buenos_Aires	/m/01ly5m
['Bungie']	not_linked	not_linked
['Burj Khalifa']	not_linked	not_linked
['Burmese Language']	not_linked	not_linked
['Burmese cat']	not_linked	not_linked
['Burne Hogarth']	not_linked	not_linked
['Burundi']	Burundi	/m/0169t
['Busch Stadium']	not_linked	not_linked
['Bush']	Bus	/m/01bjv
['Bushey Meads School']	Gresham's_School	/m/0b6k40
['Bushranger']	not_linked	not_linked
['Buzz Williams']	not_linked	not_linked
['Byron Scott']	not_linked	not_linked
['Byzantine Empire']	Byzantine_Empire	/m/017cw
['Béla Fleck and the Flecktones']	not_linked	not_linked
['C. S. Lewis']	C._S._Lewis	/m/01wd02c
['CNN']	CNN	/m/0gsgr
['Cairo']	Cairo	/m/01w2v
['Caitlyn Geller']	not_linked	not_linked
['Caitlyn Jenner']	not_linked	not_linked
['Caius']	not_linked	not_linked
['Calabria']	Calabria	/m/0c61p
['Caldicott School']	not_linked	not_linked
['Calgary']	Calgary	/m/01r32
['California Substance Abuse Treatment Facility and State Prison, Corcoran']	not_linked	not_linked
['California grizzly bear']	not_linked	not_linked
['California']	California	/m/01n7q
['Callista Gingrich']	not_linked	not_linked
['Calvin Coolidge']	Theodore_Roosevelt	/m/07hyk
['Cam Newton']	not_linked	not_linked
['Cambodia']	Cambodia	/m/01xbgx
['Cameron Crowe']	Cameron_Crowe	/m/01vb6z
['Camille Grammer']	not_linked	not_linked
['Canada']	Canada	/m/0d060g
['Canadian County']	Ontario_County	/m/0fc32
['Canadian dollar']	Canadian_dollar	/m/0ptk_
['Canadian province']	Alberta	/m/0j95
['Cancer']	Cancer	/m/0qcr0
['Cancún International Airport']	not_linked	not_linked
['Cancún']	not_linked	not_linked
['Candace']	not_linked	not_linked
['Candice Crawford']	not_linked	not_linked
['Cardiac arrest']	Cardiac_arrest	/m/0gg4h
['Cardinal']	Cardinal	/m/03wkwg
['Cardiovascular disease']	Cardiovascular_disease	/m/02k6hp
['Caribbean']	Caribbean	/m/0261m
['Carl Edwards']	not_linked	not_linked
['Carl Linnaeus']	not_linked	not_linked
['Carl Wilson']	not_linked	not_linked
['Carlos Boozer']	not_linked	not_linked
['Carlos Peña']	Carlos_Ruiz	/m/03yf5g
['Carlos Santana']	Carlos_Santana	/m/01304j
['Carlton Banks']	not_linked	not_linked
['Carmel High School']	New_Trier_High_School	/m/02xwzh
['Carmelo Anthony']	Carmelo_Anthony	/m/03l26m
['Carmen Electra']	Carmen_Electra	/m/01lbp
['Carolina Hurricanes']	Carolina_Hurricanes	/m/0j8cb
['Carolina Panthers']	Carolina_Panthers	/m/01y3c
['Caroline Kennedy']	Kathleen_Kennedy	/m/02q_cc
['Carpathian Mountains']	not_linked	not_linked
['Carrie Fisher']	Carrie_Fisher	/m/01tnbn
['Carrie Underwood']	Carrie_Underwood	/m/058s57
['Carter G. Woodson']	not_linked	not_linked
['Carthage']	Carthage	/m/01xpg
['Cass County']	Cass_County	/m/0n3dv
['Cassie Bernall']	not_linked	not_linked
['Castilian Group']	not_linked	not_linked
['Castilleja de la Cuesta']	not_linked	not_linked
['Catalonia']	Catalonia	/m/01zv_
['Catherine Tate']	Catherine_Tate	/m/05l0j5
['Catherine of Aragon']	not_linked	not_linked
['Catherine, Duchess of Cambridge']	not_linked	not_linked
['Catholicism']	Catholicism	/m/0c8wxp
['Cave of the Patriarchs']	not_linked	not_linked
['Cayman Islands']	Cayman_Islands	/m/01nty
['Central African CFA franc']	not_linked	not_linked
['Central America']	Latin_America	/m/04pnx
['Central European Time Zone']	Central_European_Time_Zone-US	/m/02llzg
['Central Federal District']	not_linked	not_linked
['Central Time Zone']	Central_Time_Zone	/m/02fqwt
['CenturyLink Field']	not_linked	not_linked
['Cercle Artístic de Sant Lluc']	not_linked	not_linked
['Cerebral edema']	Cerebral_hemorrhage	/m/08g5q7
['Cerebral hemorrhage']	Cerebral_hemorrhage	/m/08g5q7
['Cerro Gordo County']	Santa_Fe_County	/m/0n4yq
['Cervical cancer']	not_linked	not_linked
['Chad Michael Murray']	not_linked	not_linked
['Chalmette']	not_linked	not_linked
['Channing Tatum']	Channing_Tatum	/m/06lvlf
['Charlemagne']	not_linked	not_linked
['Charles Babbage']	not_linked	not_linked
['Charles Barkley']	not_linked	not_linked
['Charles City County']	Charles_County	/m/0fr61
['Charles Darwin']	Charles_Darwin	/m/01lwx
['Charles Dickens']	Charles_Dickens	/m/01v9724
['Charles Edward Stuart']	not_linked	not_linked
['Charles Philip Arthur George']	not_linked	not_linked
['Charles R. Drew']	not_linked	not_linked
['Charles W. Fairbanks']	Douglas_Fairbanks	/m/01hdht
['Charles, Prince of Wales']	Charles,_Prince_of_Wales	/m/0xnc3
['Charlie Chaplin']	Charlie_Chaplin	/m/01lc5
['Charlie Hunnam']	not_linked	not_linked
['Charlie Sheen']	Charlie_Sheen	/m/01pllx
['Charlotte Hornets']	Charlotte_Bobcats	/m/01k8vh
['Charlotte']	Charlotte	/m/0fsb8
['Charlottesville']	Charlottesville	/m/0mp3l
['Charlton Heston']	Charlton_Heston	/m/0chsq
['Chase Field']	not_linked	not_linked
['Checotah']	not_linked	not_linked
['Cheers']	Cheers	/m/01s81
['Chelsea F.C.']	Chelsea_F.C.	/m/023fb
['Chelsea Kane']	not_linked	not_linked
['Cheltenham Gold Cup']	not_linked	not_linked
['Cher']	Cher	/m/01vtj38
['Chesapeake Bay Bridge']	Golden_Gate_Bridge	/m/035p3
['Chesapeake Bay']	Chesapeake	/m/0mp36
['Chesapeake Energy Arena']	not_linked	not_linked
['Chester A. Arthur']	Arthur_Kennedy	/m/014kg4
['Chicago Bears']	Chicago_Bears	/m/01y3v
['Chicago Blackhawks']	Chicago_Blackhawks	/m/0jnlm
['Chicago Bulls']	Chicago_Bulls	/m/0jm74
['Chicago Cubs']	Chicago_Cubs	/m/01yjl
['Chicago White Sox']	Chicago_White_Sox	/m/01slc
['Chicago']	Chicago	/m/01cmp9
['Chick Hicks']	not_linked	not_linked
['Chickasaw']	not_linked	not_linked
['Chief Justice of the United States']	not_linked	not_linked
['Chiefs']	Kansas_City_Chiefs	/m/0487_
['Children of a Lesser God']	not_linked	not_linked
['Chile']	Chile	/m/01p1v
['Chilean peso']	not_linked	not_linked
['China']	China	/m/0d05w3
['Chinese language']	Chinese_language	/m/01r2l
['Chipper Jones']	not_linked	not_linked
['Chowchilla']	not_linked	not_linked
['Chris Colfer']	Chris_Colfer	/m/07k51gd
['Chris Cooley']	not_linked	not_linked
['Chris Farley']	not_linked	not_linked
['Chris Hemsworth']	not_linked	not_linked
['Chris Humphrey']	not_linked	not_linked
['Chris Ivery']	not_linked	not_linked
['Chris Paul']	Chris_Paul	/m/0cymln
['Chris Riley']	not_linked	not_linked
['Chris Rock']	Chris_Rock	/m/016_mj
['Chrissy Teigen']	not_linked	not_linked
['Christchurch']	Christchurch	/m/02yc5b
['Christiaan Barnard']	not_linked	not_linked
['Christian Bale']	Christian_Bale	/m/01wy5m
['Christian Grey']	not_linked	not_linked
['Christianity']	Christianity	/m/01lp8
['Christina Aguilera']	Christina_Aguilera	/m/0127s7
['Christine Gregoire']	not_linked	not_linked
['Christopher Columbus']	Christopher_Columbus	/m/01pwz
['Christopher Emmanuel Paul II']	not_linked	not_linked
['Christopher Lee']	Christopher_Lee	/m/0f0kz
['Christopher Plummer']	Christopher_Plummer	/m/01ycbq
['Christy Oglevee']	not_linked	not_linked
['Chrysler Group LLC']	Chrysler_Group_LLC	/m/01_bp
['Chuck Hughes']	not_linked	not_linked
['Chuck Pagano']	not_linked	not_linked
['Chula Vista High School']	Beverly_Hills_High_School	/m/0fr9jp
['Cincinnati Bengals']	Cincinnati_Bengals	/m/01y49
['Cincinnati Reds']	Cincinnati_Reds	/m/01ypc
['Cincinnati']	Cincinnati	/m/01snm
['Cindy Sherman']	not_linked	not_linked
['City of Brussels']	Brussels	/m/0177z
['City of David']	not_linked	not_linked
['Claire Danes']	Claire_Danes	/m/01gq0b
['Clara Barton']	not_linked	not_linked
['Clarksville']	not_linked	not_linked
['Claude Debussy']	Claude_Debussy	/m/01vvy
['Claude Monet']	not_linked	not_linked
['Claudius']	not_linked	not_linked
['Clay Matthews III']	not_linked	not_linked
['Clearwater Air Park']	Clearwater	/m/0rqyx
['Clearwater']	Clearwater	/m/0rqyx
['Clemson University']	Clemson_University	/m/012vwb
['Cleopatra']	Cleopatra	/m/0cwy47
['Cletus Hogg']	not_linked	not_linked
['Cleveland Browns']	Cleveland_Browns	/m/01xvb
['Cleveland Cavaliers']	Cleveland_Cavaliers	/m/0jm7n
['Cleveland Indians']	Cleveland_Indians	/m/01yhm
['Cleveland']	Cleveland	/m/01sn3
['Cliff Lee']	not_linked	not_linked
['Clutch']	not_linked	not_linked
['Coca-Cola']	The_Coca-Cola_Company	/m/03phgz
['Cocaine overdose']	Drug_overdose	/m/01tf_6
['Colin Kaepernick']	not_linked	not_linked
['College/University']	University	/m/07tf8
['CollegeHumor']	not_linked	not_linked
['Colombia']	Colombia	/m/01ls2
['Colonel Sanders']	not_linked	not_linked
['Colorado Eagles']	Eagles	/m/0mjn2
['Colorado River']	Missouri_River	/m/04ykz
['Colorado Springs']	Colorado_Springs	/m/01vsl
['Colorado Technical University']	University_of_Northern_Colorado	/m/01_k7f
['Colorado']	Colorado	/m/01n4w
['Colosseum']	not_linked	not_linked
['Columbia Lake']	Columbia_River	/m/01n86
['Columbia River']	Columbia_River	/m/01n86
['Columbia University']	Columbia_University	/m/01w5m
['Columbia']	Columbia	/m/0cy8v
['Columbine High School']	Bowling_for_Columbine	/m/012jfb
['Columbus Blue Jackets']	Columbus_Blue_Jackets	/m/0jnm2
['Come Clean']	not_linked	not_linked
['Communist Party of China']	Communist_Party_of_China	/m/02189
['Concord']	Concord	/m/0t_07
['Congo']	Congo	/m/01rxw
['Connecticut River']	Hudson_River	/m/0cvyp
['Connecticut']	Connecticut	/m/01x73
['Conquistador']	not_linked	not_linked
['Constantine the Great']	Constantine	/m/04hk0w
['Constantinople']	Constantinople	/m/01q0l
['Consulting Detective']	not_linked	not_linked
['Cootamundra']	not_linked	not_linked
['Copenhagen']	Copenhagen	/m/01lfy
['Cordova']	not_linked	not_linked
['Coretta Scott King']	not_linked	not_linked
['Corey Feldman']	Corey_Feldman	/m/0mdyn
['Corey Haim']	not_linked	not_linked
['Corey Taylor']	Noah_Taylor	/m/03hzl42
['Cornell University']	Cornell_University	/m/01w3v
['Cornish']	not_linked	not_linked
['Coronation Street']	Coronation_Street	/m/01_2n
['Corvallis']	Corvallis	/m/0d234
['Costa Rica']	Costa_Rica	/m/01p8s
['Costa Rican colón']	not_linked	not_linked
['Cote de Pablo']	not_linked	not_linked
['County Kildare']	County_Kildare	/m/0ng8v
['Courtney Laine Mazza']	not_linked	not_linked
['Cranbrook Schools']	Charterhouse_School	/m/019vv1
['Crimean War']	Crimean_War	/m/0cmc2
['Crimson']	Crimson	/m/01jnf1
['Cristiano Ronaldo']	Ronaldo	/m/0hhqw
['Croatia']	Croatia	/m/01pj7
['Croatian kuna']	Croatian_language	/m/0k0sv
['Cromford']	Romford	/m/0nc1c
['Cuba']	Cuba	/m/0d04z6
['Cuban Missile Crisis']	not_linked	not_linked
['Cultural geography']	Geography	/m/034ns
['Cyclone Nargis']	not_linked	not_linked
['Cyprus']	Cyprus	/m/01ppq
['Czech Republic']	Czech_Republic	/m/01mjq
['Czech koruna']	not_linked	not_linked
['Czechoslovakia']	Czechoslovakia	/m/01mk6
['Daddy Yankee']	Daddy_Yankee	/m/01wbl_r
['Daegu Baseball Stadium']	not_linked	not_linked
['Daisy Duck']	not_linked	not_linked
['Dakota County']	Dakota_County	/m/0nhr5
['Dale Earnhardt']	not_linked	not_linked
['Dallas Cowboys']	Dallas_Cowboys	/m/02896
['Dallas Mavericks']	Dallas_Mavericks	/m/0jmcv
['Dallas']	Dallas	/m/0f2rq
['Damascus University']	American_University_of_Beirut	/m/02dgq2
['Damon Thomas']	not_linked	not_linked
['Dan Cody']	not_linked	not_linked
['Dan White']	not_linked	not_linked
['Dana Scully']	Mike_Scully	/m/07fvf1
['Daniel Craig']	Daniel_Craig	/m/04shbh
['Daniel Gibson']	not_linked	not_linked
['Daniel Larusso']	not_linked	not_linked
['Daniel Moder']	not_linked	not_linked
['Daniel']	not_linked	not_linked
['Daniela Bobadilla']	not_linked	not_linked
['Daniela Sea']	not_linked	not_linked
['Danielle Deleasa']	not_linked	not_linked
['Danielle Rousseau']	not_linked	not_linked
['Danish Language']	Danish_Language	/m/0295r
['Danneel Ackles']	not_linked	not_linked
['Danny Ainge']	not_linked	not_linked
['Dante Falconeri']	not_linked	not_linked
['Darfur']	not_linked	not_linked
['Darrington']	not_linked	not_linked
['Darth Vader']	not_linked	not_linked
['Daryl Sabara']	not_linked	not_linked
['Dave Ramsey']	not_linked	not_linked
['Davenport']	Davenport	/m/02d6c
['David Beckham']	David_Beckham	/m/02d9k
['David Burtka']	not_linked	not_linked
['David Carr']	not_linked	not_linked
['David Carradine']	David_Carradine	/m/02p5hf
['David Duchovny']	David_Duchovny	/m/0blt6
['David Duke']	not_linked	not_linked
['David James']	not_linked	not_linked
['David Lewis']	Geoffrey_Lewis	/m/041rhq
['David Luiz']	not_linked	not_linked
['David Ruffin']	not_linked	not_linked
['David Silver']	David_Silverman	/m/04vlh5
['David Villa']	not_linked	not_linked
['David Wenham']	David_Wenham	/m/02ck7w
['David']	not_linked	not_linked
['Dawn French']	Dawn_French	/m/01tzm9
['Dawood Ibrahim']	not_linked	not_linked
['Daytona Beach']	Daytona_Beach	/m/0rsjf
['Dead Sea']	not_linked	not_linked
['Deanna Hummel']	not_linked	not_linked
['Death of Caylee Anthony']	not_linked	not_linked
['Death the Kid']	not_linked	not_linked
['Debbie Dingle']	not_linked	not_linked
['Deborah Read']	not_linked	not_linked
['Deborah Sampson']	not_linked	not_linked
['Decapitation']	not_linked	not_linked
['Deion Sanders']	Deion_Sanders	/m/03n69x
['Delaware River']	Ohio_River	/m/05lx3
['Delaware']	Delaware	/m/026mj
['Delegate to the Continental Congress']	First_Continental_Congress	/m/05rrw9
['Delhi']	Delhi	/m/09f07
['Dell']	Dell	/m/0py9b
['Demeter']	not_linked	not_linked
['Demi Lovato']	Demi_Lovato	/m/02wb6yq
['Democratic Party']	Democratic_Party	/m/0d075m
['Democratic-Republican Party']	Democratic-Republican_Party	/m/07wf9
['Denethor II']	not_linked	not_linked
['Denise van Outen']	not_linked	not_linked
['Denison']	not_linked	not_linked
['Denmark']	not_linked	not_linked
['Dennis Rodman']	Dennis_Rodman	/m/01ztgm
['Denver Broncos']	Denver_Broncos	/m/0289q
['Denver International Airport']	Airport	/m/0pd57
['Denver']	Denver	/m/02cl1
['Derek Fisher']	not_linked	not_linked
['Derrick Rose']	not_linked	not_linked
['Des Moines']	Des_Moines	/m/02j3w
['Desperate Housewives']	Desperate_Housewives	/m/03ln8b
['Destin']	not_linked	not_linked
['Destin–Fort Walton Beach Airport']	not_linked	not_linked
['Detroit Pistons']	Detroit_Pistons	/m/0jm8l
['Detroit Tigers']	Detroit_Tigers	/m/02d02
['Detroit']	Detroit	/m/02dtg
['Devon Sawa']	not_linked	not_linked
['Diamond']	not_linked	not_linked
['Diana Ross']	Diana_Ross	/m/01wrcxr
['Diana Taurasi']	not_linked	not_linked
['Diane Addonizio']	not_linked	not_linked
['Dick Cheney']	Dick_Cheney	/m/0d0vj4
['Didier Drogba']	not_linked	not_linked
['Diego Forlán']	not_linked	not_linked
['Diego Rivera']	not_linked	not_linked
['Diego Velázquez']	not_linked	not_linked
['Dieppe']	not_linked	not_linked
['Dilma Rousseff']	not_linked	not_linked
['Diocletian']	not_linked	not_linked
['Dirk Nowitzki']	not_linked	not_linked
['Disaster-affected structure']	not_linked	not_linked
['Diwali']	not_linked	not_linked
['Dmitri Mendeleev']	Dmitri_Shostakovich	/m/02ck1
['Doc Holliday']	not_linked	not_linked
['Doc Martin']	not_linked	not_linked
['Dog']	Dog	/m/0bt9lr
['Dolly Parton']	Dolly_Parton	/m/02f1c
['Dominic Zamprogna']	not_linked	not_linked
['Dominican Republic']	Dominican_Republic	/m/027rn
['Dominican peso']	not_linked	not_linked
['Don Bradman']	not_linked	not_linked
['Don Draper']	not_linked	not_linked
['Don King']	not_linked	not_linked
['Donald Duck']	not_linked	not_linked
['Donald Trump']	Donald_Trump	/m/0cqt90
['Donna Noble']	not_linked	not_linked
['Donna Summer']	Donna_Summer	/m/0136p1
['Donnatella Moss']	not_linked	not_linked
['Doornfontein']	not_linked	not_linked
['Doris Haynes']	Doris_Day	/m/029ql
['Dory']	not_linked	not_linked
['Doug Williams']	not_linked	not_linked
['Douglas Engelbart']	not_linked	not_linked
['Douglas MacArthur']	Douglas_MacArthur	/m/0c_jc
['Down House']	not_linked	not_linked
['Draco Malfoy']	not_linked	not_linked
['Drew Barrymore']	Drew_Barrymore	/m/026c1
['Drew Bledsoe']	not_linked	not_linked
['Drew Brees']	not_linked	not_linked
['Drew Gordon']	not_linked	not_linked
['Drew Stanton']	Andrew_Stanton	/m/05_k56
['Drug overdose']	Drug_overdose	/m/01tf_6
['Drums']	Drum	/m/026t6
['Drunk on You']	not_linked	not_linked
['Duane Allman']	Gregg_Allman	/m/02jg92
['Dubai']	Dubai	/m/01f08r
['Dublin']	Dublin	/m/02cft
['Duffy']	not_linked	not_linked
['Duke Ellington']	Duke_Ellington	/m/0bdlj
['Duluth']	Duluth	/m/0h1k6
['Dulwich']	not_linked	not_linked
['Dunbar High School']	Lowell_High_School	/m/04s934
['Duncan Bannatyne']	not_linked	not_linked
['Dunkirk']	not_linked	not_linked
['Dustin Hoffman']	Dustin_Hoffman	/m/0bl2g
['Dustin Johnson']	not_linked	not_linked
['Dwayne Johnson']	Dwayne_Johnson	/m/014g_s
['Dwayne Michael Carter, Jr.']	Chris_Carter	/m/01gp_x
['Dwight D. Eisenhower']	Dwight_D._Eisenhower	/m/028rk
['Dwight Howard']	not_linked	not_linked
['Dwyane Wade']	Dwyane_Wade	/m/03l295
['East China Sea']	not_linked	not_linked
['East Harlem']	Harlem	/m/0f94t
['East Meadow']	not_linked	not_linked
['Eastern Europe']	Eastern_Europe	/m/09b69
['Eastern Illinois University']	Eastern_Illinois_University	/m/02zkdz
['Eastern Time Zone']	Eastern_Time_Zone	/m/02hcv8
['Easton']	Easton	/m/0_7z2
['Echuca']	not_linked	not_linked
['Ecuador']	Ecuador	/m/02k1b
['Ed Westwick']	not_linked	not_linked
['Eddie Bravo']	not_linked	not_linked
['Eddie Cibrian']	not_linked	not_linked
['Edgar Allan Poe']	Edgar_Allan_Poe	/m/02lt8
['Edmonton Oilers']	Edmonton_Oilers	/m/0jnmj
['Eduardo Paolozzi']	not_linked	not_linked
['Educator']	not_linked	not_linked
['Edward Elric']	Edward_Elgar	/m/02r38
['Edward Jenner']	not_linked	not_linked
['Edward Jones Dome']	not_linked	not_linked
['Edward Quartermaine']	not_linked	not_linked
['Edward Scissorhands']	Edward_Scissorhands	/m/01s3vk
['Edward VI of England']	Edward_VII	/m/0cm03
['Edward VII']	Edward_VII	/m/0cm03
['Edwin Jarvis']	not_linked	not_linked
['Egypt']	Egypt	/m/02k54
['Egyptian pound']	not_linked	not_linked
['Egyptian pyramids']	not_linked	not_linked
['El Salvador']	El_Salvador	/m/02k8k
['Elaine Benes']	not_linked	not_linked
['Eleanor Roosevelt']	Eleanor_Roosevelt	/m/02n9k
['Electoral district of South Brisbane']	Liberal_National_Party_of_Queensland	/m/04fznlb
['Electrolux']	not_linked	not_linked
['Electron']	Electro	/m/029h7y
['Elena Gilbert']	not_linked	not_linked
['Eli Whitney']	not_linked	not_linked
['Elie Wiesel']	not_linked	not_linked
['Elijah McCoy']	not_linked	not_linked
['Elizabeth Ann Seton']	Elizabeth_I	/m/0bbm7r
['Elizabeth Huberdeau']	Elizabeth	/m/0xszy
['Elizabeth I of England']	Elizabeth_I	/m/0bbm7r
['Elizabeth II']	Elizabeth_II	/m/0d1_f
['Elizabeth Montgomery']	not_linked	not_linked
['Elizabeth Taylor']	Elizabeth_Taylor	/m/0bmh4
['Elizabeth']	Elizabeth	/m/0xszy
['Elizabethtown']	not_linked	not_linked
['Ella Fitzgerald']	Ella_Fitzgerald	/m/0d9xq
['Elle Greenaway']	not_linked	not_linked
['Ellen Burstyn']	Ellen_Burstyn	/m/019f2f
['Ellen Dow']	not_linked	not_linked
['Ellis Park Stadium']	not_linked	not_linked
['Elmira']	Elmira	/m/01mb87
['Elsa Pataky']	not_linked	not_linked
['Elton John']	Elton_John	/m/01vrz41
['Elvis Costello']	Elvis_Costello	/m/02vr7
['Elvis Presley']	Elvis_Presley	/m/02jq1
['Emile Heskey']	not_linked	not_linked
['Emile Hirsch']	Emile_Hirsch	/m/05mkhs
['Emilie de Ravin']	Emilie_de_Ravin	/m/03x22w
['Emily Brontë']	not_linked	not_linked
['Emily Dickinson']	not_linked	not_linked
['Emily Murphy']	not_linked	not_linked
['Emily Osment']	Emily_Osment	/m/03xnq9_
['Eminem']	Eminem	/m/01vsgrn
['Emma Darwin']	not_linked	not_linked
['Emma Frost']	not_linked	not_linked
['Emma Stone']	Emma_Stone	/m/09yhzs
['Emma Watson']	Emma_Watson	/m/0134w7
['Emmitt Smith']	not_linked	not_linked
['Emsley A. Laney High School']	Stuyvesant_High_School	/m/026036
['England national under-21 football team']	England_national_football_team	/m/02pp1
['England']	England	/m/02jx1
['English Language']	English_Language	/m/02h40lc
['Ense petit placidam sub libertate quietem']	not_linked	not_linked
['Eric Cantor']	not_linked	not_linked
['Eric Cartman']	not_linked	not_linked
['Eric Clapton']	Eric_Clapton	/m/02qwg
['Eric Johnson']	not_linked	not_linked
['Eric Lloyd']	not_linked	not_linked
['Eric Northman']	not_linked	not_linked
['Erin Brockovich']	Erin_Brockovich	/m/04lhc4
['Erin Everly']	not_linked	not_linked
['Ernest Hemingway']	Ernest_Hemingway	/m/02kz_
['Ernest Rutherford']	Ernest_Rutherford	/m/02m7r
['Essen']	Essen	/m/017gry
['Essex']	Essex	/m/02ly_
['Esther Hicks']	not_linked	not_linked
['Esther']	not_linked	not_linked
['Ethiopia']	Ethiopia	/m/019pcs
['Etta James']	Etta_James	/m/015xp4
['Eugene']	Eugene	/m/02mf7
['Eurasia']	Eurasia	/m/02qkt
['Euro']	Euro	/m/02l6h
['Europe']	Europe	/m/02j9z
['European Union']	European_Union_Member_States	/m/02jxk
['Euthanasia']	not_linked	not_linked
['Eva Perón']	not_linked	not_linked
['Evelyn Simmons']	not_linked	not_linked
['Everton F.C.']	Everton_F.C.	/m/0mmd6
['Every 4 Years']	not_linked	not_linked
['Ewan McGregor']	Ewan_McGregor	/m/0k269
['Explorer']	not_linked	not_linked
['F. Scott Fitzgerald']	F._Scott_Fitzgerald	/m/02zjd
['FA Cup']	not_linked	not_linked
['FC Barcelona']	FC_Barcelona	/m/0hvgt
['FC Schalke 04']	FC_Schalke_04	/m/024_ql
['FIFA World Cup']	not_linked	not_linked
['FV Cornelia Marie']	not_linked	not_linked
['Fabio Capello']	not_linked	not_linked
['Facebook']	Facebook,_Inc.	/m/0hmyfsv
['Facebook, Inc.']	Facebook,_Inc.	/m/0hmyfsv
['Fairfax']	Fairfax	/m/0mnzd
['Fairfield']	Fairfield	/m/0rd5k
['Falkland Islands']	Falkland_Islands	/m/02wmy
['Family Guy']	Family_Guy	/m/019nnl
['Farrah Fawcett']	Farrah_Fawcett	/m/01j851
['Fashion design']	Fashion_Institute_of_Technology	/m/02lwv5
['Fashion designer']	Designer	/m/01c979
['Fearless Tour']	not_linked	not_linked
['FedEx Cup']	not_linked	not_linked
['Federal Reserve System']	not_linked	not_linked
['Fela Kuti']	not_linked	not_linked
['Felicity Huffman']	Felicity_Huffman	/m/03zqc1
['Felipe Calderón']	not_linked	not_linked
['Felipe VI of Spain']	not_linked	not_linked
['Fender Jag-Stang']	not_linked	not_linked
['Fender Stratocaster']	not_linked	not_linked
['Ferdinand Lewis Alcindor, Jr.']	not_linked	not_linked
['Ferdinand Magellan']	Christopher_Columbus:_The_Discovery	/m/0dj0m5
['Fever']	Fever	/m/0cjf0
['Fiji']	Fiji	/m/02wt0
['Finding Nemo']	Finding_Nemo	/m/01jrbb
['Finland']	Finland	/m/02vzc
['Firearm']	Firearm	/m/034qg
['Firefox']	not_linked	not_linked
['First Lady']	First_Lady	/m/01dz7z
['Flag of Colorado']	not_linked	not_linked
['Flag of Ghana']	Ghana_national_football_team	/m/03_qrp
['Flemish people']	Dutch_people	/m/05l3g_
['Flintridge Preparatory School']	Gresham's_School	/m/0b6k40
['Florence Griffith Joyner']	not_linked	not_linked
['Florence R. Sabin']	not_linked	not_linked
['Florence']	Florence	/m/031y2
['Florida Gators football']	Florida_Gators_football	/m/0ftf0f
['Florida Panthers']	Florida_Panthers	/m/0j8js
['Florida State University']	Florida_State_University	/m/01jq0j
['Florida']	Florida	/m/02xry
['Football League Cup']	Football_League_Championship	/m/0355pl
['Football']	Football	/m/02vx4
['Ford Motor Company']	Ford_Motor_Company	/m/02zs4
['Fordham University']	Fordham_University	/m/027kp3
['Forgetting Sarah Marshall']	Forgetting_Sarah_Marshall	/m/02825kb
['Fort Stockton']	not_linked	not_linked
['Four Christmases']	not_linked	not_linked
['Four Corners']	not_linked	not_linked
['France']	France	/m/0f8l9c
['Frances Hodgson Burnett']	not_linked	not_linked
['Francis Avent Gumm']	not_linked	not_linked
['Francis Bacon']	Francis_Bacon	/m/030dr
['Francis Drake']	not_linked	not_linked
['Francis of Assisi']	not_linked	not_linked
['Francisco Vázquez de Coronado']	Miguel_de_Cervantes	/m/04xjp
['Franco']	not_linked	not_linked
['Frank E. Butler']	not_linked	not_linked
['Frank Lloyd Wright']	Frank_Lloyd_Wright	/m/02wlk
['Frankfort']	Frankfort	/m/0fvvg
['Frankfurt']	Frankfurt	/m/02z0j
['Frankie Lymon']	not_linked	not_linked
['Franklin D. Roosevelt']	Franklin_D._Roosevelt	/m/02yy8
['Franklin Pierce']	not_linked	not_linked
['Franklin stove']	not_linked	not_linked
['Franz Ferdinand']	not_linked	not_linked
['François Hollande']	not_linked	not_linked
['Fred Claus']	not_linked	not_linked
['Fred Davis']	not_linked	not_linked
['Fred Durst']	Fred_Durst	/m/01q7cb_
['Fred Goodwin']	not_linked	not_linked
['Fred Karger']	not_linked	not_linked
['Fred West']	not_linked	not_linked
['Freddy Krueger']	not_linked	not_linked
