entity_name	entity_name_fb
['Columbia University']	Columbia_University
['Columbia']	Columbia
['Columbine High School']	Bowling_for_Columbine
['Columbus Blue Jackets']	Columbus_Blue_Jackets
['Come Clean']	not_linked
['Communist Party of China']	Communist_Party_of_China
['Concord']	Concord
['Congo']	Congo
['Connecticut River']	Hudson_River
['Connecticut']	Connecticut
['Conquistador']	not_linked
['Constantine the Great']	Constantine
['Constantinople']	Constantinople
['Consulting Detective']	not_linked
['Cootamundra']	not_linked
['Copenhagen']	Copenhagen
['Cordova']	not_linked
['Coretta Scott King']	not_linked
['Corey Feldman']	Corey_Feldman
['Corey Haim']	not_linked
['Corey Taylor']	Noah_Taylor
['Cornell University']	Cornell_University
['Cornish']	not_linked
['Coronation Street']	Coronation_Street
['Corvallis']	Corvallis
['Costa Rica']	Costa_Rica
['Costa Rican colón']	not_linked
['Cote de Pablo']	not_linked
['County Kildare']	County_Kildare
['Courtney Laine Mazza']	not_linked
['Cranbrook Schools']	Charterhouse_School
['Crimean War']	Crimean_War
['Crimson']	Crimson
['Cristiano Ronaldo']	Ronaldo
['Croatia']	Croatia
['Croatian kuna']	Croatian_language
['Cromford']	Romford
['Cuba']	Cuba
['Cuban Missile Crisis']	not_linked
['Cultural geography']	Geography
['Cyclone Nargis']	not_linked
['Cyprus']	Cyprus
['Czech Republic']	Czech_Republic
['Czech koruna']	not_linked
['Czechoslovakia']	Czechoslovakia
['Daddy Yankee']	Daddy_Yankee
['Daegu Baseball Stadium']	not_linked
['Daisy Duck']	not_linked
['Dakota County']	Dakota_County
['Dale Earnhardt']	not_linked
['Dallas Cowboys']	Dallas_Cowboys
['Dallas Mavericks']	Dallas_Mavericks
['Dallas']	Dallas
['Damascus University']	American_University_of_Beirut
['Damon Thomas']	not_linked
['Dan Cody']	not_linked
['Dan White']	not_linked
['Dana Scully']	Mike_Scully
['Daniel Craig']	Daniel_Craig
['Daniel Gibson']	not_linked
['Daniel Larusso']	not_linked
['Daniel Moder']	not_linked
['Daniel']	not_linked
['Daniela Bobadilla']	not_linked
['Daniela Sea']	not_linked
['Danielle Deleasa']	not_linked
['Danielle Rousseau']	not_linked
['Danish Language']	Danish_Language
['Danneel Ackles']	not_linked
['Danny Ainge']	not_linked
['Dante Falconeri']	not_linked
['Darfur']	not_linked
['Darrington']	not_linked
['Darth Vader']	not_linked
['Daryl Sabara']	not_linked
['Dave Ramsey']	not_linked
['Davenport']	Davenport
['David Beckham']	David_Beckham
['David Burtka']	not_linked
['David Carr']	not_linked
['David Carradine']	David_Carradine
['David Duchovny']	David_Duchovny
['David Duke']	not_linked
['David James']	not_linked
['David Lewis']	Geoffrey_Lewis
['David Luiz']	not_linked
['David Ruffin']	not_linked
['David Silver']	David_Silverman
['David Villa']	not_linked
['David Wenham']	David_Wenham
['David']	not_linked
['Dawn French']	Dawn_French
['Dawood Ibrahim']	not_linked
['Daytona Beach']	Daytona_Beach
['Dead Sea']	not_linked
['Deanna Hummel']	not_linked
['Death of Caylee Anthony']	not_linked
['Death the Kid']	not_linked
['Debbie Dingle']	not_linked
['Deborah Read']	not_linked
['Deborah Sampson']	not_linked
['Decapitation']	not_linked
['Deion Sanders']	Deion_Sanders
['Delaware River']	Ohio_River
['Delaware']	Delaware
['Delegate to the Continental Congress']	First_Continental_Congress
['Delhi']	Delhi
['Dell']	Dell
['Demeter']	not_linked
['Demi Lovato']	Demi_Lovato
['Democratic Party']	Democratic_Party
['Democratic-Republican Party']	Democratic-Republican_Party
['Denethor II']	not_linked
['Denise van Outen']	not_linked
['Denison']	not_linked
['Denmark']	not_linked
['Dennis Rodman']	Dennis_Rodman
['Denver Broncos']	Denver_Broncos
['Denver International Airport']	Airport
['Denver']	Denver
['Derek Fisher']	not_linked
['Derrick Rose']	not_linked
['Des Moines']	Des_Moines
['Desperate Housewives']	Desperate_Housewives
['Destin']	not_linked
['Destin–Fort Walton Beach Airport']	not_linked
['Detroit Pistons']	Detroit_Pistons
['Detroit Tigers']	Detroit_Tigers
['Detroit']	Detroit
['Devon Sawa']	not_linked
['Diamond']	not_linked
['Diana Ross']	Diana_Ross
['Diana Taurasi']	not_linked
['Diane Addonizio']	not_linked
['Dick Cheney']	Dick_Cheney
['Didier Drogba']	not_linked
['Diego Forlán']	not_linked
['Diego Rivera']	not_linked
['Diego Velázquez']	not_linked
['Dieppe']	not_linked
['Dilma Rousseff']	not_linked
['Diocletian']	not_linked
['Dirk Nowitzki']	not_linked
['Disaster-affected structure']	not_linked
['Diwali']	not_linked
['Dmitri Mendeleev']	Dmitri_Shostakovich
['Doc Holliday']	not_linked
['Doc Martin']	not_linked
['Dog']	Dog
['Dolly Parton']	Dolly_Parton
['Dominic Zamprogna']	not_linked
['Dominican Republic']	Dominican_Republic
['Dominican peso']	not_linked
['Don Bradman']	not_linked
['Don Draper']	not_linked
['Don King']	not_linked
['Donald Duck']	not_linked
['Donald Trump']	Donald_Trump
['Donna Noble']	not_linked
['Donna Summer']	Donna_Summer
['Donnatella Moss']	not_linked
['Doornfontein']	not_linked
['Doris Haynes']	Doris_Day
['Dory']	not_linked
['Doug Williams']	not_linked
['Douglas Engelbart']	not_linked
['Douglas MacArthur']	Douglas_MacArthur
['Down House']	not_linked
['Draco Malfoy']	not_linked
['Drew Barrymore']	Drew_Barrymore
['Drew Bledsoe']	not_linked
['Drew Brees']	not_linked
['Drew Gordon']	not_linked
['Drew Stanton']	Andrew_Stanton
['Drug overdose']	Drug_overdose
['Drums']	Drum
['Drunk on You']	not_linked
['Duane Allman']	Gregg_Allman
['Dubai']	Dubai
['Dublin']	Dublin
['Duffy']	not_linked
['Duke Ellington']	Duke_Ellington
['Duluth']	Duluth
['Dulwich']	not_linked
['Dunbar High School']	Lowell_High_School
['Duncan Bannatyne']	not_linked
['Dunkirk']	not_linked
['Dustin Hoffman']	Dustin_Hoffman
['Dustin Johnson']	not_linked
['Dwayne Johnson']	Dwayne_Johnson
['Dwayne Michael Carter, Jr.']	Chris_Carter
['Dwight D. Eisenhower']	Dwight_D._Eisenhower
['Dwight Howard']	not_linked
['Dwyane Wade']	Dwyane_Wade
['East China Sea']	not_linked
['East Harlem']	Harlem
['East Meadow']	not_linked
['Eastern Europe']	Eastern_Europe
['Eastern Illinois University']	Eastern_Illinois_University
['Eastern Time Zone']	Eastern_Time_Zone
['Easton']	Easton
['Echuca']	not_linked
['Ecuador']	Ecuador
['Ed Westwick']	not_linked
['Eddie Bravo']	not_linked
['Eddie Cibrian']	not_linked
['Edgar Allan Poe']	Edgar_Allan_Poe
['Edmonton Oilers']	Edmonton_Oilers
['Eduardo Paolozzi']	not_linked
['Educator']	not_linked
['Edward Elric']	Edward_Elgar
['Edward Jenner']	not_linked
['Edward Jones Dome']	not_linked
['Edward Quartermaine']	not_linked
['Edward Scissorhands']	Edward_Scissorhands
['Edward VI of England']	Edward_VII
['Edward VII']	Edward_VII
['Edwin Jarvis']	not_linked
['Egypt']	Egypt
['Egyptian pound']	not_linked
['Egyptian pyramids']	not_linked
['El Salvador']	El_Salvador
['Elaine Benes']	not_linked
['Eleanor Roosevelt']	Eleanor_Roosevelt
['Electoral district of South Brisbane']	Liberal_National_Party_of_Queensland
['Electrolux']	not_linked
['Electron']	Electro
['Elena Gilbert']	not_linked
['Eli Whitney']	not_linked
['Elie Wiesel']	not_linked
['Elijah McCoy']	not_linked
['Elizabeth Ann Seton']	Elizabeth_I
['Elizabeth Huberdeau']	Elizabeth
['Elizabeth I of England']	Elizabeth_I
['Elizabeth II']	Elizabeth_II
['Elizabeth Montgomery']	not_linked
['Elizabeth Taylor']	Elizabeth_Taylor
['Elizabeth']	Elizabeth
['Elizabethtown']	not_linked
['Ella Fitzgerald']	Ella_Fitzgerald
['Elle Greenaway']	not_linked
['Ellen Burstyn']	Ellen_Burstyn
['Ellen Dow']	not_linked
['Ellis Park Stadium']	not_linked
['Elmira']	Elmira
['Elsa Pataky']	not_linked
['Elton John']	Elton_John
['Elvis Costello']	Elvis_Costello
['Elvis Presley']	Elvis_Presley
['Emile Heskey']	not_linked
['Emile Hirsch']	Emile_Hirsch
['Emilie de Ravin']	Emilie_de_Ravin
['Emily Brontë']	not_linked
['Emily Dickinson']	not_linked
['Emily Murphy']	not_linked
['Emily Osment']	Emily_Osment
['Eminem']	Eminem
['Emma Darwin']	not_linked
['Emma Frost']	not_linked
['Emma Stone']	Emma_Stone
['Emma Watson']	Emma_Watson
['Emmitt Smith']	not_linked
['Emsley A. Laney High School']	Stuyvesant_High_School
['England national under-21 football team']	England_national_football_team
['England']	England
['English Language']	English_Language
['Ense petit placidam sub libertate quietem']	not_linked
['Eric Cantor']	not_linked
['Eric Cartman']	not_linked
['Eric Clapton']	Eric_Clapton
['Eric Johnson']	not_linked
['Eric Lloyd']	not_linked
['Eric Northman']	not_linked
['Erin Brockovich']	Erin_Brockovich
['Erin Everly']	not_linked
['Ernest Hemingway']	Ernest_Hemingway
['Ernest Rutherford']	Ernest_Rutherford
['Essen']	Essen
['Essex']	Essex
['Esther Hicks']	not_linked
['Esther']	not_linked
['Ethiopia']	Ethiopia
['Etta James']	Etta_James
['Eugene']	Eugene
['Eurasia']	Eurasia
['Euro']	Euro
['Europe']	Europe
['European Union']	European_Union_Member_States
['Euthanasia']	not_linked
['Eva Perón']	not_linked
['Evelyn Simmons']	not_linked
['Everton F.C.']	Everton_F.C.
['Every 4 Years']	not_linked
['Ewan McGregor']	Ewan_McGregor
['Explorer']	not_linked
['F. Scott Fitzgerald']	F._Scott_Fitzgerald
['FA Cup']	not_linked
['FC Barcelona']	FC_Barcelona
['FC Schalke 04']	FC_Schalke_04
['FIFA World Cup']	not_linked
['FV Cornelia Marie']	not_linked
['Fabio Capello']	not_linked
['Facebook']	Facebook,_Inc.
['Facebook, Inc.']	Facebook,_Inc.
['Fairfax']	Fairfax
['Fairfield']	Fairfield
['Falkland Islands']	Falkland_Islands
['Family Guy']	Family_Guy
['Farrah Fawcett']	Farrah_Fawcett
['Fashion design']	Fashion_Institute_of_Technology
['Fashion designer']	Designer
['Fearless Tour']	not_linked
['FedEx Cup']	not_linked
['Federal Reserve System']	not_linked
['Fela Kuti']	not_linked
['Felicity Huffman']	Felicity_Huffman
['Felipe Calderón']	not_linked
['Felipe VI of Spain']	not_linked
['Fender Jag-Stang']	not_linked
['Fender Stratocaster']	not_linked
['Ferdinand Lewis Alcindor, Jr.']	not_linked
['Ferdinand Magellan']	Christopher_Columbus:_The_Discovery
['Fever']	Fever
['Fiji']	Fiji
['Finding Nemo']	Finding_Nemo
['Finland']	Finland
['Firearm']	Firearm
['Firefox']	not_linked
['First Lady']	First_Lady
['Flag of Colorado']	not_linked
['Flag of Ghana']	Ghana_national_football_team
['Flemish people']	Dutch_people
['Flintridge Preparatory School']	Gresham's_School
['Florence Griffith Joyner']	not_linked
['Florence R. Sabin']	not_linked
['Florence']	Florence
['Florida Gators football']	Florida_Gators_football
['Florida Panthers']	Florida_Panthers
['Florida State University']	Florida_State_University
['Florida']	Florida
['Football League Cup']	Football_League_Championship
['Football']	Football
['Ford Motor Company']	Ford_Motor_Company
['Fordham University']	Fordham_University
['Forgetting Sarah Marshall']	Forgetting_Sarah_Marshall
['Fort Stockton']	not_linked
['Four Christmases']	not_linked
['Four Corners']	not_linked
['France']	France
['Frances Hodgson Burnett']	not_linked
['Francis Avent Gumm']	not_linked
['Francis Bacon']	Francis_Bacon
['Francis Drake']	not_linked
['Francis of Assisi']	not_linked
['Francisco Vázquez de Coronado']	Miguel_de_Cervantes
['Franco']	not_linked
['Frank E. Butler']	not_linked
['Frank Lloyd Wright']	Frank_Lloyd_Wright
['Frankfort']	Frankfort
['Frankfurt']	Frankfurt
['Frankie Lymon']	not_linked
['Franklin D. Roosevelt']	Franklin_D._Roosevelt
['Franklin Pierce']	not_linked
['Franklin stove']	not_linked
['Franz Ferdinand']	not_linked
['François Hollande']	not_linked
['Fred Claus']	not_linked
['Fred Davis']	not_linked
['Fred Durst']	Fred_Durst
['Fred Goodwin']	not_linked
['Fred Karger']	not_linked
['Fred West']	not_linked
['Freddy Krueger']	not_linked
['Frederic Thiebaud']	not_linked
['Frederick County']	Frederick_County
['Frederick Douglass']	not_linked
['Frederick Stanley, 16th Earl of Derby']	not_linked
['Frederick']	Frederick
['Fredrik Ljungberg']	not_linked
['French Alps']	Alps
['French Group']	not_linked
['French presidential election, 2012']	not_linked
['French']	French_Language
['Fresno']	Fresno
['Frida Kahlo']	not_linked
['Fringe']	Fringe
['Fukushima Daiichi Nuclear Power Plant']	Fukushima_Prefecture
['Fukushima']	Fukushima_Prefecture
['Fulham F.C.']	Fulham_F.C.
['Fulham']	Fulham
['Fábio Aurélio']	not_linked
['GEICO']	not_linked
['Gabriel Fauré']	not_linked
['Galileo Galilei']	Galileo_Galilei
['Gallipoli Campaign']	Gallipoli_Campaign
['Gallipoli']	Gallipoli
['Galway']	Galway
['Galápagos Islands']	not_linked
['Gardasil']	not_linked
['Gareth Southgate']	not_linked
['Garry Trudeau']	not_linked
['Garth Brooks']	Garth_Brooks
['Gary Chapman']	Michael_Chapman
['Gary Coleman']	not_linked
['Gary Paulsen']	not_linked
['Gary']	Gary
['Gautama Buddha']	Gautama_Buddha
['Gauteng']	not_linked
['Gaza Strip']	Mandatory_Palestine
['Gelsenkirchen']	Gelderland
['Gene Hackman']	Gene_Hackman
['General Hospital']	General_Hospital
['General Motors']	General_Motors
['Genoa']	Genoa
['George Clinton']	George_Clinton
['George Eastman']	not_linked
['George F. L. Charles Airport']	not_linked
['George H. W. Bush']	George_H._W._Bush
['George Harrison']	George_Harrison
['George Jones']	not_linked
['George Lopez']	George_Lopez
['George Lucas']	George_Lucas
['George McFly']	not_linked
['George Michael']	George_Michael
['George Orwell']	George_Orwell
['George P. Wilbur']	not_linked
['George Soros']	not_linked
['George Steinbrenner']	not_linked
['George V']	George_V
['George VI']	George_V
['George W. Bush']	George_W._Bush
['George Washington Carver']	George_Washington
['George Washington High School']	Stuyvesant_High_School
['George Washington University']	George_Washington_University
['George Washington']	George_Washington
['George Wilson']	not_linked
['Georges Clémenceau']	not_linked
['Georgia']	Georgia
['Gerald Ford']	Gerald_Ford
['Gerard Butler']	Gerard_Butler
['German Language']	German_Language
['Germany']	Germany
['Gettysburg Address']	not_linked
['Gettysburg']	Gettysburg
['Ghana']	Ghana
['Ghost Rider']	Ghost_Rider
['Gianna']	not_linked
['Gibby Haynes']	not_linked
['Gibson Les Paul']	Guitar
['Gilbert Gottfried']	Gilbert_Gottfried
['Gilda Radner']	not_linked
['Gillette Stadium']	not_linked
['Gillian Anderson']	Gillian_Anderson
['Gimli']	not_linked
['Giovanni Battista Piranesi']	Pier_Paolo_Pasolini
['Giovanni Pierluigi da Palestrina']	not_linked
['Giovanni da Verrazzano']	Gioacchino_Rossini
['Giuliana Rancic']	not_linked
['Giza Necropolis']	not_linked
['Giza Plateau']	not_linked
['Glasgow']	Glasgow
['Glastonbury']	not_linked
['Glen Dale']	not_linked
['Glendale']	Glendale
['Glenn Close']	Glenn_Close
['Gloin']	not_linked
['Gloria Steinem']	Gertrude_Stein
['Gobi Desert']	not_linked
['Gold Coast']	Gold_Coast
['Golden Hind']	not_linked
['Golden State Warriors']	Golden_State_Warriors
['Golf']	Golf
['Golfer']	Golf
['Gonzaga University']	Gonzaga_University
['Google']	Google
['Googleplex']	not_linked
['Gordon Brown']	Gordon_Brown
['Gospel of John']	John_5
['Governor of Hawaii']	Governor_of_Massachusetts
['Governor of Indiana']	not_linked
['Governor of Kentucky']	Governor_of_Massachusetts
['Governor of Massachusetts']	Governor_of_Massachusetts
['Governor of Oregon']	not_linked
['Governor of Washington']	Governor_of_Massachusetts
['Grady Memorial Hospital']	not_linked
['Grammy Award for Best Comedy Album']	Grammy_Award_for_Best_Comedy_Album
['Grand Bahama']	not_linked
['Grand Canyon']	not_linked
['Grand Prairie']	not_linked
['Grand Prix motorcycle racing']	not_linked
['Granville Woods']	not_linked
['Grease']	Grease
['Great Britain']	Great_Britain
['Great Lakes']	Lake_Superior
['Great Pyramid of Giza']	not_linked
['Greater Cairo']	Cairo
['Greece']	Greece
['Greek Language']	Greek_Language
['Greek alphabet']	Greek_Language
['Greeley']	not_linked
['Green Bay Packers Board of Directors']	not_linked
['Green Bay Packers']	Green_Bay_Packers
['Greenland']	Greenland
['Greenpeace']	Green_Party_of_the_United_States
['Greensburg']	Greensburg
['Greenwich Mean Time Zone']	Greenwich_Mean_Time_Zone
['Gregor Mendel']	not_linked
['Gregory Peck']	Gregory_Peck
['Greve in Chianti']	not_linked
['Greyton, Western Cape']	Western_Cape
['Grover Cleveland Alexander']	Grover_Cleveland
['Grêmio Foot-Ball Porto Alegrense']	Futebol_Clube_do_Porto
['Guam']	Guam
['Guanajuato']	not_linked
['Guatemala']	Guatemala
['Guatemalan quetzal']	not_linked
['Guilo Caboto']	not_linked
['Guitar']	Guitar
['Gulf War']	Gulf_War
['Gulf of Mexico']	not_linked
['Gulf of Saint Lawrence']	not_linked
['Gunshot']	Gunshot
['Guyana']	Guyana
['HIV/AIDS']	AIDS
['HSBC']	not_linked
['Hackney Marshes']	Sutton_Coldfield
['Hadrian']	not_linked
['Hagar']	not_linked
['Hailemariam Desalegn']	not_linked
['Haiti']	Haiti
['Halle Berry']	Halle_Berry
['Halloween 4: The Return of Michael Myers']	Scary_Movie_4
['Hammurabi']	not_linked
['Hampton']	Hampton
['Hanau']	not_linked
['Handan']	not_linked
['Hank Baskett']	not_linked
['Hank Marvin']	not_linked
['Hannah Montana']	Hannah_Montana:_The_Movie
['Hanover County']	Hamilton_County
['Hans Christian Ørsted']	not_linked
['Hans Zimmer']	Hans_Zimmer
['Harlem Globetrotters']	not_linked
['Harlem Renaissance']	Harlem_Renaissance
['Harley Quinn']	not_linked
['Harley-Davidson Motor Company']	not_linked
['Harlow']	Harlow
['Harper Lee']	not_linked
['Harriet Beecher Stowe']	not_linked
['Harriet Tubman']	not_linked
['Harrison Ford']	Harrison_Ford
['Harry Potter and the Deathly Hallows']	Harry_Potter_and_the_Goblet_of_Fire
['Harry Potter literary series']	Harry_Potter_and_the_Order_of_the_Phoenix
['Harry Potter']	Harry_Potter_and_the_Half-Blood_Prince
['Harry S. Truman']	Harry_S._Truman
['Harvard University']	Harvard_University
['Harvey Milk']	not_linked
['Hatshepsut']	not_linked
['Hawaii']	Hawaii
['Hawaii-Aleutian Time Zone']	Alaska_Time_Zone
['Hawaiian hibiscus']	not_linked
['Hayden Christensen']	Hayden_Christensen
['Hearing loss']	not_linked
['Heart failure']	Heart_failure
['Heath Barkley']	not_linked
['Heather']	not_linked
['Heidelberg University']	University_of_Leipzig
['Heidi Klum']	Heidi_Klum
['Heinrich Himmler']	not_linked
['Heinz Field']	not_linked
['Heisman Trophy']	Heisman_Trophy
['Helen Flanagan']	Helen_Rose
['Helen Keller']	Helen_Hayes
['Helena']	Helena
['Helix High School']	not_linked
['Hennepin County']	Hennepin_County
['Henri Matisse']	Henri_Matisse
['Henri Rousseau']	Jean-Jacques_Rousseau
['Henry Clay']	not_linked
['Henry David Thoreau']	Henry_David_Thoreau
['Henry Ford']	John_Ford
['Henry Hudson']	not_linked
['Henry Knox']	not_linked
['Henry VII of England']	Henry_V
['Henry VIII of England']	Henry_V
['Henry Winkler']	Henry_Winkler
['Hera']	not_linked
['Herbert Hoover']	Herbert_Hoover
['Heritage Elementary School']	not_linked
['Herman Cain presidential campaign, 2012']	not_linked
['Herman Cain']	Dean_Cain
['Hermione Granger']	not_linked
['Hernán Cortés']	Miguel_de_Cervantes
['Heroes']	Heroes
['Heroin overdose']	Drug_overdose
['Highgate Cemetery']	Holy_Cross_Cemetery
['Highgate']	not_linked
['Hillary Rodham Clinton']	Hillary_Rodham_Clinton
['Hillingdon']	not_linked
['Hillsborough County']	Hillsborough_County
['Hilo']	Hilo
['Him/Herself']	not_linked
['Hinduism']	Hinduism
['Hirohito']	not_linked
['Hockey World Cup']	not_linked
['Hodgenville']	not_linked
['Hollywood Cemetery']	Hollywood_Forever_Cemetery
['Hollywood']	Hollywood
['Holy Roman Empire']	Holy_Roman_Empire
['Honduras']	Honduras
['Hong Kong Time Zone']	China_Time_Zone-US
['Hong Kong']	Hong_Kong
['Honolulu']	Honolulu
['Honshu']	Honshu
['Hooked']	not_linked
['Host']	The_Host
['Hot Springs High School']	Beverly_Hills_High_School
['Hotel Sax Chicago']	not_linked
['House of Habsburg']	Habsburg_Monarchy
['Houston Aeros']	Houston_Aeros
['Houston Dynamo']	Houston_Dynamo
['Houston Oilers']	Edmonton_Oilers
['Houston Rockets']	Houston_Rockets
['Houston']	Houston
['How the Other Half Lives']	not_linked
['How to Deal']	not_linked
['Howard Carter']	not_linked
['Howard Hughes']	Howard_Hughes
['Howard University']	Howard_University
['Howie Long']	not_linked
['Hu Jintao']	not_linked
['Hudson River']	Hudson_River
['Huell Howser']	not_linked
['Huey P. Newton']	not_linked
['Hugh Dancy']	Hugh_Dancy
['Hugh Hefner']	Hugh_Hefner
['Hugo Chávez']	not_linked
['Hungarian forint']	Hungarian_language
['Hungarian language']	Hungarian_language
['Hungary']	Hungary
['Hurricane Irene']	The_Hurricane
['Héctor Camacho']	not_linked
['I Dream of Jeannie']	not_linked
['Ian Holm']	Ian_Holm
['Ian Michael Smith']	not_linked
['Ian Somerhalder']	Ian_Somerhalder
['Ibanez']	not_linked
['Iberian Peninsula']	Iberian_Peninsula
['Ibrahim Afellay']	not_linked
['Ice Hockey']	Ice_Hockey
['Ice hockey team']	American_Hockey_League
['Iceland']	Iceland
['Icelandic Language']	Norwegian_Language
['Ida Saxton McKinley']	not_linked
['Illinois House of Representatives']	House_of_Representatives
['Illinois River']	Ohio_River
['Illinois']	Illinois
['In My Time: A Personal and Political Memoir']	not_linked
['Ina Garten']	not_linked
['India Time Zone']	Eastern_Time_Zone
['India']	India
['Indian National Congress']	Indian_National_Congress
['Indian Ocean']	Indian_Ocean
['Indiana Jones and the Raiders of the Lost Ark']	Indiana_Jones_and_the_Raiders_of_the_Lost_Ark
['Indiana Jones']	not_linked
['Indiana']	Indiana
['Indianapolis Colts']	Indianapolis_Colts
['Indianapolis']	Indianapolis
['Indonesia']	Indonesia
['Inglewood']	Inglewood
['Ingolstadt']	not_linked
['Inhalation of vomit']	Vomiting
['Inter Milan']	Inter_Milan
['Invasion of Normandy']	Invasion_of_Normandy
['Inventor']	Inventor-GB
['Inverness']	Inverness
['Ionian Islands']	not_linked
['Iowa']	Iowa
['Iran']	Ran
['Iranian peoples']	not_linked
['Iraq War']	Iraq_War
['Iraq']	Iraq
['Ireland national rugby union team']	Republic_of_Ireland_national_football_team
['Ireland']	Ireland
['Irish people']	Irish_people
['Irish']	Iris
['Iroquois']	Iroquois
['Irving Berlin']	Irving_Berlin
['Irving Langmuir']	not_linked
['Isaac Newton']	Isaac_Newton
['Isabella I of Castile']	not_linked
['Isabella of Portugal, Queen of Castile']	not_linked
['Ishmael']	not_linked
['Isidore Miller']	not_linked
['Islam']	Islam
['Islamic republic']	not_linked
['Israel']	Israel
['Israeli new shekel']	not_linked
['Israeli–Palestinian conflict']	not_linked
['Isthmus of Panama']	not_linked
['Italia Conti Academy of Theatre Arts']	Italia_Conti_Academy_of_Theatre_Arts
['Italian Language']	Italian_Language
['Italian people']	Italian_people
['Italian region']	Lombardy
['Italica']	not_linked
['Italy']	Italy
['Ithaca Tompkins Regional Airport']	Airport
['Ithaca']	Ithaca
['Iturbide']	not_linked
['Ivory Coast']	not_linked
['Iván Rodríguez']	Alex_Rodriguez
['Ixelles']	not_linked
['Izabella St. James']	not_linked
['J. D. Salinger']	J._D._Salinger
['J. R. R. Tolkien']	J._R._R._Tolkien
['J. R. Smith']	Robert_Smith
['J.J. Abrams']	J.J._Abrams
['JaMarcus Russell']	not_linked
['Jack Coleman']	not_linked
['Jack Donaghy']	not_linked
['Jack Johnson']	not_linked
['Jack Kevorkian']	not_linked
['Jack London']	Jack_London
['Jack McBrayer']	Jack_McBrayer
['Jack Osbourne']	not_linked
['Jack Polick']	not_linked
['Jack Ruby']	not_linked
['Jack Skellington']	not_linked
['Jackie French']	not_linked
['Jackie Robinson']	Jackie_Robinson
['Jackie Sandler']	not_linked
['Jackie']	not_linked
['Jackson Browne']	Jackson_Browne
['Jackson County']	Jackson_County
['Jackson Pollock']	not_linked
['Jackson']	Jackson
['Jacksonville Jaguars']	Jacksonville_Jaguars
['Jacksonville']	Jacksonville
['Jacob Black']	not_linked
['Jacob Grimm']	not_linked
['Jacob Latimore']	not_linked
['Jacob Riis']	not_linked
['Jacqueline Kennedy Onassis']	not_linked
['Jacqueline MacInnes Wood']	Jacqueline_Bisset
['Jacques Cartier']	not_linked
['Jada Pinkett Smith']	Jada_Pinkett_Smith
['Jake Gyllenhaal']	Jake_Gyllenhaal
['Jake Lloyd']	Christopher_Lloyd
['Jamaica']	Jamaica
['Jamaican English']	not_linked
['Jamaican dollar']	not_linked
['Jamar Taylor']	not_linked
['James A. Garfield']	James_A._Garfield
['James Anderson']	Jon_Anderson
['James Baldwin']	James_Baldwin
['James Chadwick']	not_linked
['James Cook']	Peter_Cook
['James Dean']	not_linked
['James Dyson']	not_linked
['James Earl Jones']	James_Earl_Jones
['James Franco']	James_Franco
['James Frey']	Glenn_Frey
['James Haven']	not_linked
['James K. Polk']	James_K._Polk
['James Lafferty']	not_linked
['James Madison']	James_Madison
['James Marsters']	James_Marsters
['James T. Kirk']	not_linked
['James Watt']	Mike_Watt
['Jamie Campbell Bower']	not_linked
['Jamie Chung']	not_linked
['Jamie Dornan']	not_linked
['Jamie Hector']	not_linked
['Jamie Lynn Spears']	Jamie_Lynn_Sigler
['Jamie Oliver']	not_linked
['Jan Brewer']	not_linked
['Jana Gana Mana']	not_linked
['Jane Austen']	Jane_Austen
['Jane Goodall']	not_linked
['Jane Krakowski']	Jane_Krakowski
['Jane Pauley']	not_linked
['Jane Wyman']	Jane_Wyman
['Janel Moloney']	Janel_Moloney
['Janelle Monae']	not_linked
['Janesville']	not_linked
['Japan Time Zone']	not_linked
['Japan']	Japan
['Japanese yen']	Japanese_yen
['Jared Followill']	not_linked
['Jarvis Island']	not_linked
['Jason David Frank']	not_linked
['Jason Hoppy']	not_linked
['Jason Kidd']	Jason_Kidd
['Jason Marsden']	Jason_Marsden
['Jason Morgan']	not_linked
['Jason Mraz']	Jason_Mraz
['Jason Segel']	Jason_Segel
['Jason Statham']	not_linked
['Jason Voorhees']	not_linked
['Jasper']	not_linked
['Jaxon Bieber']	not_linked
['Jay Cutler']	not_linked
['Jay Leno']	Jay_Leno
['Jay Moriarty']	not_linked
['Jay-Z']	Jay-Z
['Jayne Mansfield']	Jayne_Mansfield
['Jean Chrétien']	not_linked
['Jean-Jacques Rousseau']	Jean-Jacques_Rousseau
['Jeb Bush']	not_linked
['Jeff Corwin']	not_linked
['Jeff Dunham']	not_linked
['Jeff Stone']	not_linked
['Jefferson Davis']	not_linked
['Jeffrey Dean Morgan']	not_linked
['Jeffrey Lurie']	not_linked
['Jeffrey Probst']	Jeff_Probst
['Jemaine Clement']	Jemaine_Clement
['Jenna Dewan']	not_linked
['Jenni Rivera']	Naya_Rivera
['Jennifer Hudson']	Jennifer_Hudson
['Jennifer Lawrence']	Jennifer_Lawrence
['Jennifer Lopez']	Jennifer_Lopez
['Jenny Shircore']	not_linked
['Jensen Ackles']	not_linked
['Jeremy Lin']	not_linked
['Jeremy Renner']	Jeremy_Renner
['Jeremy Shockey']	not_linked
['Jeremy Sumpter']	not_linked
['Jermaine Paul']	not_linked
['Jerry Brown']	not_linked
['Jerry Garcia']	Jerry_Garcia
['Jerry Rice']	not_linked
['Jerry Sandusky']	Sandusky
['Jerry Seinfeld']	Jerry_Seinfeld
